config_id,scenario,topk,chunks,pair_index,order,P_e2e_ms,D_e2e_ms,D_minus_P_ms,relative_speedup
balanced_topk1_chunks8,balanced,1,8,3,"P,D",4.645887851715088,4.689919948577881,0.04403209686279297,0.009388667044550467
balanced_topk1_chunks8,balanced,1,8,4,"D,P",4.645887851715088,4.694015979766846,0.04812812805175781,0.010253081425203918
balanced_topk1_chunks8,balanced,1,8,5,"P,D",4.646912097930908,4.692992210388184,0.04608011245727539,0.009818919442328213
balanced_topk1_chunks8,balanced,1,8,6,"D,P",4.651008129119873,4.691967964172363,0.040959835052490234,0.00872977722040251
balanced_topk1_chunks8,balanced,1,8,7,"P,D",4.648960113525391,4.6981120109558105,0.04915189743041992,0.010462053121722013
balanced_topk1_chunks8,balanced,1,8,8,"D,P",4.6438398361206055,4.692992210388184,0.049152374267578125,0.010473568261796126
balanced_topk1_chunks8,balanced,1,8,9,"P,D",4.64793586730957,4.691967964172363,0.04403209686279297,0.009384568948257937
balanced_topk1_chunks8,balanced,1,8,10,"D,P",4.645887851715088,4.688896179199219,0.04300832748413086,0.00917237785620494
balanced_topk1_chunks8,balanced,1,8,11,"P,D",4.642816066741943,4.689919948577881,0.0471038818359375,0.01004364303706735
balanced_topk1_chunks8,balanced,1,8,12,"D,P",4.6438398361206055,4.690944194793701,0.0471043586730957,0.010041551704105757
balanced_topk1_chunks8,balanced,1,8,13,"P,D",4.6438398361206055,4.690944194793701,0.0471043586730957,0.010041551704105757
balanced_topk1_chunks8,balanced,1,8,14,"D,P",4.644864082336426,4.690944194793701,0.04608011245727539,0.009823206276556848
balanced_topk1_chunks8,balanced,1,8,15,"P,D",4.645887851715088,4.690944194793701,0.04505634307861328,0.009604962499579421
balanced_topk1_chunks8,balanced,1,8,16,"D,P",4.6438398361206055,4.688896179199219,0.04505634307861328,0.00960915775411946
balanced_topk1_chunks8,balanced,1,8,17,"P,D",4.6438398361206055,4.690944194793701,0.0471043586730957,0.010041551704105757
balanced_topk1_chunks8,balanced,1,8,18,"D,P",4.645887851715088,4.688896179199219,0.04300832748413086,0.00917237785620494
