rank,category,name,start_us,duration_us,end_us,device,stream,grid,block,registers_per_thread,shared_memory,blocks_per_sm,warps_per_sm,estimated_occupancy_percent
1,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352651980.885,1.344,3649352651982.229,1,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352651994.549,2.208,3649352651996.757,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352652005.525,1.472,3649352652006.997,1,21,,,,,,,
1,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352652016.437,8.064,3649352652024.501,1,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352652066.037,2.272,3649352652068.309,1,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352652077.205,1.76,3649352652078.965,1,21,,,,,,,
1,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352652238.484,16.416,3649352652254.9,1,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
1,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352652255.732,2.464,3649352652258.196,1,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352652268.084,2.368,3649352652270.452,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352652300.884,1.472,3649352652302.356,1,21,,,,,,,
1,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352652313.268,1.728,3649352652314.996,1,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352652336.692,1.44,3649352652338.132,1,21,,,,,,,
1,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352652354.196,1.312,3649352652355.508,1,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352652366.612,2.176,3649352652368.7876,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352652377.364,1.44,3649352652378.8037,1,21,,,,,,,
1,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352652387.443,8.033,3649352652395.476,1,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352652444.211,2.24,3649352652446.451,1,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352652455.187,1.696,3649352652456.883,1,21,,,,,,,
1,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352652614.674,16.385,3649352652631.0586,1,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
1,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352652631.955,2.464,3649352652634.419,1,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352652643.154,2.368,3649352652645.522,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352652675.634,1.504,3649352652677.1377,1,21,,,,,,,
1,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352652687.506,1.76,3649352652689.2656,1,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352653218.768,1.44,3649352653220.208,1,21,,,,,,,
1,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352653236.656,1.344,3649352653238.0,1,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352653249.712,2.208,3649352653251.92,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352653260.56,1.472,3649352653262.032,1,21,,,,,,,
1,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352653270.96,8.0,3649352653278.96,1,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352653351.248,2.239,3649352653353.487,1,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352653362.415,1.664,3649352653364.079,1,21,,,,,,,
1,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352653518.863,16.479,3649352653535.342,1,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
1,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352653536.206,2.432,3649352653538.638,1,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352653547.759,2.368,3649352653550.127,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352653580.559,1.472,3649352653582.0312,1,21,,,,,,,
1,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352653592.654,1.76,3649352653594.4136,1,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352653616.046,1.44,3649352653617.486,1,21,,,,,,,
1,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352653640.814,1.344,3649352653642.158,1,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352653654.222,2.176,3649352653656.398,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352653665.358,1.44,3649352653666.798,1,21,,,,,,,
1,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352653675.79,8.032,3649352653683.8223,1,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352653750.062,2.24,3649352653752.3022,1,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352653759.822,1.76,3649352653761.5815,1,21,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352667463.954,1.344,3649352667465.2983,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352667503.442,2.208,3649352667505.65,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352668133.263,287.967,3649352668421.23,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352668475.534,8.448,3649352668483.9824,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352668606.957,1.344,3649352668608.3013,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352668631.917,1.408,3649352668633.325,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352668902.028,309.823,3649352669211.851,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352669251.53,6.944,3649352669258.4736,1,7,,,,,,,
1,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352669539.945,990.396,3649352670530.341,1,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352670534.213,8.128,3649352670542.341,1,25,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352687968.697,1.344,3649352687970.041,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352687998.393,2.24,3649352688000.6333,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352688259.064,313.151,3649352688572.215,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352688612.406,6.945,3649352688619.3506,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352688709.878,1.344,3649352688711.222,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352688733.046,1.408,3649352688734.454,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352688984.725,269.855,3649352689254.58,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352689290.867,7.232,3649352689298.099,1,7,,,,,,,
1,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352689374.963,1149.531,3649352690524.4937,1,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352690528.11,7.136,3649352690535.246,1,25,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352706344.297,1.344,3649352706345.641,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352706375.209,2.208,3649352706377.417,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352706630.12,282.879,3649352706912.999,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352706951.463,6.56,3649352706958.023,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352707045.767,1.344,3649352707047.1113,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352707069.382,1.44,3649352707070.822,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352707320.773,299.679,3649352707620.452,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352707655.94,6.688,3649352707662.628,1,7,,,,,,,
1,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352707728.419,620.606,3649352708349.025,1,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352708352.545,7.264,3649352708359.809,1,25,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352724684.538,1.344,3649352724685.8823,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352724714.329,2.016,3649352724716.345,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352724969.912,315.935,3649352725285.847,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352725324.919,6.624,3649352725331.543,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352725418.934,1.344,3649352725420.2783,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352725441.846,1.408,3649352725443.2544,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352725711.765,251.135,3649352725962.9,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352725998.868,6.688,3649352726005.556,1,7,,,,,,,
1,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352726072.947,1049.116,3649352727122.063,1,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352727125.711,6.976,3649352727132.687,1,25,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352743050.282,1.344,3649352743051.6265,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352743080.01,2.208,3649352743082.218,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352743332.361,297.918,3649352743630.279,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352743669.895,6.784,3649352743676.679,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352743762.567,1.344,3649352743763.911,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352743786.151,1.408,3649352743787.559,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352744033.51,281.854,3649352744315.364,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352744352.324,6.624,3649352744358.948,1,7,,,,,,,
1,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352744427.716,1287.482,3649352745715.1978,1,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352745718.814,6.848,3649352745725.662,1,25,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352761401.722,1.344,3649352761403.0664,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352761431.162,1.888,3649352761433.0503,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352761687.257,313.918,3649352762001.175,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352762039.191,7.264,3649352762046.455,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352762132.439,1.344,3649352762133.783,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352762155.479,1.408,3649352762156.887,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352762411.926,267.519,3649352762679.445,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352762715.125,6.527,3649352762721.652,1,7,,,,,,,
1,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352762781.62,819.197,3649352763600.817,1,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352763604.369,7.039,3649352763611.408,1,25,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352803898.818,1.344,3649352803900.162,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352803934.466,2.08,3649352803936.546,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352804202.112,729.181,3649352804931.293,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352804978.109,10.304,3649352804988.413,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352805083.165,1.344,3649352805084.5093,1,7,,,,,,,
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352805106.845,1.696,3649352805108.541,1,7,,,,,,,
1,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352805358.203,691.581,3649352806049.784,1,7,,,,,,,
