rank,category,name,start_us,duration_us,end_us,device,stream,grid,block,registers_per_thread,shared_memory,blocks_per_sm,warps_per_sm,estimated_occupancy_percent
0,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352605817.168,16.416,3649352605833.584,0,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
0,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352605834.512,2.464,3649352605836.976,0,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352605846.352,2.367,3649352605848.719,0,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352605878.063,1.472,3649352605879.535,0,21,,,,,,,
0,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352605891.279,1.728,3649352605893.007,0,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352605919.471,1.472,3649352605920.9434,0,21,,,,,,,
0,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352605945.391,1.312,3649352605946.703,0,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352605958.639,2.176,3649352605960.815,0,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352605971.055,1.472,3649352605972.5273,0,21,,,,,,,
0,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352605981.711,8.032,3649352605989.743,0,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352606029.583,2.239,3649352606031.822,0,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352606040.942,1.632,3649352606042.5737,0,21,,,,,,,
0,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352606189.614,16.415,3649352606206.029,0,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
0,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352606206.989,2.432,3649352606209.421,0,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352606217.997,2.4,3649352606220.397,0,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352606249.581,1.504,3649352606251.085,0,21,,,,,,,
0,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352606261.741,2.08,3649352606263.8213,0,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352606284.045,1.472,3649352606285.517,0,21,,,,,,,
0,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352606301.037,1.344,3649352606302.3813,0,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352606314.253,2.208,3649352606316.461,0,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352606324.973,1.472,3649352606326.4453,0,21,,,,,,,
0,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352606335.276,8.001,3649352606343.277,0,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352607011.081,2.272,3649352607013.353,0,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352607023.816,1.632,3649352607025.4478,0,21,,,,,,,
0,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352607190.919,16.768,3649352607207.687,0,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
0,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352607208.711,2.432,3649352607211.143,0,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352607220.679,2.336,3649352607223.015,0,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352607254.631,1.472,3649352607256.103,0,21,,,,,,,
0,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352607267.239,1.728,3649352607268.967,0,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352607290.503,1.439,3649352607291.942,0,21,,,,,,,
0,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352607307.527,1.312,3649352607308.839,0,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352607321.03,2.176,3649352607323.2056,0,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352607331.559,1.472,3649352607333.0312,0,21,,,,,,,
0,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352607342.278,8.064,3649352607350.342,0,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352607419.558,2.24,3649352607421.7983,0,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352607431.334,1.696,3649352607433.03,0,21,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352621336.912,1.344,3649352621338.2563,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352621381.712,2.208,3649352621383.92,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352621947.948,185.471,3649352622133.4194,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352622193.899,10.592,3649352622204.4907,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352622345.61,1.344,3649352622346.954,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352622371.53,1.408,3649352622372.938,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352622545.737,215.742,3649352622761.479,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352622807.495,7.808,3649352622815.303,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352622956.646,9.376,3649352622966.022,0,25,,,,,,,
0,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352623206.052,1067.354,3649352624273.406,0,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352641745.587,1.312,3649352641746.899,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352641777.65,2.208,3649352641779.858,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352641930.641,194.559,3649352642125.2,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352642167.6,7.936,3649352642175.536,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352642284.111,1.344,3649352642285.455,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352642308.047,1.408,3649352642309.455,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352642456.75,194.847,3649352642651.597,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352642690.22,8.161,3649352642698.3813,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352642826.188,9.92,3649352642836.108,0,25,,,,,,,
0,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352642878.859,515.613,3649352643394.4717,0,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352659898.979,1.376,3649352659900.355,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352659930.019,2.239,3649352659932.258,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352660077.442,195.743,3649352660273.185,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352660311.936,6.816,3649352660318.752,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352660416.447,1.344,3649352660417.791,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352660441.567,1.408,3649352660442.975,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352660586.078,183.967,3649352660770.045,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352660810.141,6.752,3649352660816.893,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352660935.228,8.672,3649352660943.9,0,25,,,,,,,
0,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352660984.924,505.053,3649352661489.977,0,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352677974.611,1.344,3649352677975.955,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352678006.131,1.856,3649352678007.987,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352678152.754,202.463,3649352678355.217,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352678394.449,8.288,3649352678402.7373,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352678487.504,1.344,3649352678488.848,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352678510.928,1.44,3649352678512.368,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352678679.983,176.927,3649352678856.9097,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352678895.31,6.72,3649352678902.0303,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352679016.941,9.888,3649352679026.829,0,25,,,,,,,
0,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352679061.293,901.274,3649352679962.567,0,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352696130.499,1.344,3649352696131.8433,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352696161.251,2.24,3649352696163.491,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352696305.955,184.254,3649352696490.209,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352696530.817,7.392,3649352696538.209,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352696623.616,1.345,3649352696624.9614,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352696646.816,1.408,3649352696648.224,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352696787.456,197.854,3649352696985.31,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352697024.222,6.976,3649352697031.198,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352697148.061,9.152,3649352697157.213,0,25,,,,,,,
0,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352697190.365,793.467,3649352697983.832,0,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352714179.316,1.312,3649352714180.628,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352714210.068,2.08,3649352714212.148,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352714355.315,177.823,3649352714533.138,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352714573.426,8.832,3649352714582.258,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352714667.793,1.344,3649352714669.137,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352714691.505,1.408,3649352714692.913,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352714833.712,194.687,3649352715028.399,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352715067.375,6.688,3649352715074.063,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352715191.15,8.96,3649352715200.11,0,25,,,,,,,
0,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352715234.286,836.251,3649352716070.537,0,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352756667.631,1.344,3649352756668.975,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352756707.246,1.889,3649352756709.1353,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352756865.965,405.31,3649352757271.275,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352757321.547,10.208,3649352757331.755,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352757428.81,1.312,3649352757430.122,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352757453.194,1.856,3649352757455.05,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352757608.009,425.629,3649352758033.6377,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352758074.278,10.56,3649352758084.838,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352758207.973,15.424,3649352758223.397,0,25,,,,,,,
0,kernel,"(anonymous namespace)::put_and_signal_kernel(mscclpp::MemoryChannelDeviceHandle, unsigned long, unsigned long, unsigned long)",3649352758254.181,3164.044,3649352761418.225,0,25,"[1, 1, 1]","[256, 1, 1]",28,0,0.0125,0.1,0
0,kernel,(anonymous namespace)::wait_kernel(mscclpp::MemoryChannelDeviceHandle),3649352761432.785,2.304,3649352761435.0894,0,25,"[1, 1, 1]","[1, 1, 1]",16,0,0.0125,0.000391,0
0,kernel,(anonymous namespace)::wait_kernel(mscclpp::MemoryChannelDeviceHandle),3649352761440.977,1.728,3649352761442.705,0,25,"[1, 1, 1]","[1, 1, 1]",16,0,0.0125,0.000391,0
0,kernel,(anonymous namespace)::wait_kernel(mscclpp::MemoryChannelDeviceHandle),3649352761448.561,1.728,3649352761450.289,0,25,"[1, 1, 1]","[1, 1, 1]",16,0,0.0125,0.000391,0
0,kernel,(anonymous namespace)::wait_kernel(mscclpp::MemoryChannelDeviceHandle),3649352761456.177,1.728,3649352761457.905,0,25,"[1, 1, 1]","[1, 1, 1]",16,0,0.0125,0.000391,0
0,kernel,(anonymous namespace)::wait_kernel(mscclpp::MemoryChannelDeviceHandle),3649352761463.889,1.696,3649352761465.585,0,25,"[1, 1, 1]","[1, 1, 1]",16,0,0.0125,0.000391,0
0,kernel,(anonymous namespace)::wait_kernel(mscclpp::MemoryChannelDeviceHandle),3649352761471.473,2128.915,3649352763600.388,0,25,"[1, 1, 1]","[1, 1, 1]",16,0,0.0125,0.000391,0
0,kernel,(anonymous namespace)::wait_kernel(mscclpp::MemoryChannelDeviceHandle),3649352763606.276,45470.28,3649352809076.5557,0,25,"[1, 1, 1]","[1, 1, 1]",16,0,0.0125,0.000391,0
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352809283.467,1.76,3649352809285.2266,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352809353.386,155.455,3649352809508.8413,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352810210.085,2.432,3649352810212.517,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352810264.581,158.687,3649352810423.268,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352814061.101,2.24,3649352814063.3413,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352814122.765,784.251,3649352814907.016,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352815988.225,1.952,3649352815990.1772,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352816046.017,817.435,3649352816863.452,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352821008.739,1.983,3649352821010.7217,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352821058.914,237.055,3649352821295.969,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352821905.981,1.888,3649352821907.869,0,7,,,,,,,
